,Unnamed: 0,2P,2PA,3P,3PA,Assist%,BLK%,Class,Close2,Close2A,Conference,DR%,Dunk,DunkA,EFG,FT,FTA,Far2,Far2A,Fouls/40,Height,Min%,Name,OR%,ORtg,PlayerID,Role,STL%,School,Season,TO%,TS%,USG,FGA,FG,3p%_eb,ft%_eb,far2p%_eb,3par_eb
18443,4270,0.0,0.0,0.0,0.0,0.0,0.0,,,,OVC,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,Joe Harms,0.0,0.0,21809.0,,0.0,Austin Peay,2011.0,0.0,0.0,0.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
18729,8,0.0,0.0,0.0,0.0,0.0,0.0,,,,AE,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Scott Brittain,0.0,0.0,36.0,,0.0,Boston University,2010.0,100.0,0.0,20.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
19118,397,0.0,0.0,0.0,0.0,0.0,0.0,,,,SC,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.1,Blake Thompson,0.0,0.0,1249.0,,0.0,Georgia Southern,2010.0,0.0,0.0,26.6,0.0,0.0,0.3381996010349285,0.6481182596389087,0.3513645762606503,0.46210028487387694
19392,671,0.0,0.0,0.0,1.0,0.0,0.0,,,,A10,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Stephen Duckett,57.3,63.8,2060.0,,0.0,Xavier,2010.0,0.0,0.0,25.7,1.0,0.0,0.3366306330875402,0.6789582925555722,0.3513645762606503,0.6206186540576842
19968,1247,0.0,1.0,0.0,0.0,0.0,0.0,,,,ind,268.2,,,0.0,0.0,0.0,0.0,0.0,240.0,,0.1,Jovonni Shuler,250.7,22.3,3892.0,,128.3,Savannah St.,2010.0,54.2,0.0,20.0,1.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.3259199124035099
20152,1431,0.0,1.0,0.0,0.0,0.0,0.0,,,,Pat,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Jeff Harris,0.0,0.0,4711.0,,0.0,Holy Cross,2010.0,0.0,0.0,36.2,1.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.3259199124035099
20325,1604,0.0,0.0,0.0,0.0,0.0,0.0,,,,MVC,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Ned Goertzen,0.0,0.0,5661.0,,0.0,Bradley,2010.0,0.0,0.0,0.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
20344,1623,0.0,2.0,0.0,1.0,0.0,0.0,,,,AE,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,Ryan Martin,0.0,0.0,5775.0,,0.0,Maine,2010.0,0.0,0.0,20.0,3.0,0.0,0.3366306330875402,0.6789582925555722,0.3513645762606503,0.3904741643140517
21228,2507,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,BW,17.9,0.0,0.0,0.0,3.0,4.0,0.0,1.0,3.3,-,0.9,Darrell Tripp,18.0,129.5,10275.0,,0.0,Cal St. Northridge,2010.0,0.0,51.72,12.7,1.0,0.0,0.3381996010349285,0.6903179294332011,0.3484767107882694,0.3259199124035099
21493,2772,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,0.2,Joe Bucher,0.0,0.0,10947.0,,0.0,St. Bonaventure,2010.0,0.0,0.0,18.6,1.0,0.0,0.3381996010349285,0.6789582925555722,0.3484767107882694,0.3259199124035099
21709,2988,0.0,0.0,0.0,0.0,0.0,0.0,,,,WCC,0.0,,,0.0,0.0,0.0,0.0,0.0,8.9,-,0.8,Chioke Walker,0.0,0.0,11520.0,,0.0,San Francisco,2010.0,0.0,0.0,0.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
22072,3351,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,MWC,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,-,0.2,Ben Kneller,41.4,61.4,12530.0,,0.0,San Diego St.,2010.0,0.0,16.95,46.6,2.0,0.0,0.3381996010349285,0.6634071720892006,0.3484767107882694,0.2517341694385968
22150,3429,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,SB,15.7,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,-,1.4,Robert Nelson,0.0,52.5,12707.0,,0.0,Louisiana Monroe,2010.0,57.1,51.28,12.8,1.0,0.0,0.3366306330875402,0.706856179800152,0.3513645762606503,0.6206186540576842
22627,3906,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-,0.2,Chris Roberts,56.7,35.1,13909.0,,0.0,Arkansas,2010.0,0.0,0.0,45.0,2.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.2517341694385968
23020,4299,0.0,1.0,0.0,0.0,0.0,0.0,,,,MVC,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Greg Whitaker,0.0,0.0,14845.0,,0.0,Drake,2010.0,0.0,0.0,49.2,1.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.3259199124035099
23030,4309,0.0,1.0,0.0,0.0,0.0,0.0,,,,CAA,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Josh Hicks,0.0,0.0,15264.0,,0.0,Old Dominion,2010.0,0.0,0.0,34.3,1.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.3259199124035099
23035,4314,0.0,0.0,0.0,0.0,0.0,0.0,,,,ASun,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,Blake Jenkins,0.0,0.0,15673.0,,0.0,Belmont,2010.0,0.0,0.0,0.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
23041,4320,1.0,2.0,0.0,0.0,0.0,0.0,,,,B10,226.4,,,50.0,0.0,1.0,0.0,0.0,0.0,,0.0,Anthony Ianni,0.0,96.5,15887.0,,0.0,Michigan St.,2010.0,0.0,40.4,20.0,2.0,1.0,0.3381996010349285,0.6481182596389087,0.3513645762606503,0.2517341694385968
23051,4330,0.0,0.0,0.0,0.0,0.0,0.0,,,,Slnd,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.1,Bryan Hammond,0.0,0.0,16319.0,,0.0,Nicholls St.,2010.0,0.0,0.0,29.6,0.0,0.0,0.3381996010349285,0.6481182596389087,0.3513645762606503,0.46210028487387694
23055,4334,0.0,0.0,0.0,0.0,0.0,0.0,,,,Slnd,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,Bryant Smith,0.0,0.0,16483.0,,0.0,UT Arlington,2010.0,0.0,0.0,0.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
23057,4336,2.0,3.0,0.0,0.0,0.0,0.0,,,,GWC,0.0,,,66.7,1.0,1.0,0.0,0.0,0.0,,1.2,Steve Martin Jr.,0.0,151.3,16581.0,,0.0,Chicago St.,2010.0,0.0,71.94,10.4,3.0,2.0,0.3381996010349285,0.6935408330941688,0.3513645762606503,0.20505878222803273
23059,4338,0.0,0.0,0.0,0.0,0.0,0.0,,,,SC,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Drew Crowell,0.0,0.0,16887.0,,0.0,Wofford,2010.0,0.0,0.0,0.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
23064,4343,0.0,0.0,0.0,0.0,0.0,0.0,,,,MAC,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Antone Christian,101.9,204.9,17178.0,,0.0,Northern Illinois,2010.0,0.0,0.0,11.8,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
23065,4344,0.0,0.0,0.0,0.0,0.0,0.0,,,,P10,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Josh Owens,0.0,0.0,17207.0,,0.0,Stanford,2010.0,0.0,0.0,0.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
23066,4345,0.0,0.0,0.0,0.0,0.0,0.0,,,,BSth,108.6,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,Joel Vander Pol,0.0,0.0,17332.0,,0.0,Liberty,2010.0,0.0,0.0,0.0,0.0,0.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.46210028487387694
23084,4363,3.0,5.0,0.0,0.0,0.0,0.0,,,,ind,7.5,,,60.0,0.0,0.0,0.0,0.0,6.7,,1.8,Jonathan Nicely,0.0,94.7,18327.0,,0.0,North Carolina Central,2010.0,22.4,60.0,14.7,5.0,3.0,0.3381996010349285,0.6789582925555722,0.3513645762606503,0.14958723395143916
